,customerId,churnPrediction
1997,0266-CLZKZ,No
1998,7615-ESMYF,Yes
1999,3858-VOBET,Yes
2000,7020-OZKXZ,No
2001,3977-QCRSL,No
2002,0017-DINOC,No
2003,1447-PJGGA,No
2004,8565-CLBZW,No
2005,9139-WQQDY,No
2006,0224-HJAPT,Yes
2007,8086-OVPWV,Yes
2008,9430-FRQOC,Yes
2009,7639-OPLNG,No
2010,3074-GQWYX,Yes
2011,1492-QGCLU,No
2012,6845-RGTYS,No
2013,7328-OWMOM,No
2014,4418-LZMSV,No
2015,5155-AZQPB,No
2016,8861-HGGKB,Yes
2017,1087-GRUYI,No
2018,7065-YUNRY,Yes
2019,7694-VLBWQ,No
2020,2546-KZAAT,No
2021,0181-RITDD,No
2022,5989-PGKJB,No
2023,4795-KTRTH,Yes
2024,8272-ONJLV,No
2025,1488-PBLJN,No
2026,0308-GIQJT,No
2027,3778-FOAQW,No
2028,4452-ROHMO,No
2029,6481-OGDOO,No
2030,3090-LETTY,No
2031,5349-AZPEW,No
2032,3753-TSEMP,Yes
2033,8305-VHZBZ,No
2034,9720-JJJOR,No
2035,8100-HZZLJ,No
2036,8775-ERLNB,Yes
2037,8309-IEYJD,Yes
2038,9172-JITSM,Yes
2039,6298-QDFNH,Yes
2040,7398-HPYZQ,No
2041,3546-GHEAE,No
2042,7361-YPXFS,No
2043,6557-BZXLQ,No
2044,2550-QHZGP,No
2045,7519-JTWQH,No
2046,2538-OIMXF,Yes
2047,8543-MSDMF,No
2048,9961-JBNMK,No
2049,1170-SASML,No
2050,4872-JCVCA,No
2051,5346-BZCHP,No
2052,2038-LLMLM,No
2053,6173-ITPWD,No
2054,9734-UYXQI,Yes
2055,1216-BGTSP,No
2056,4138-NAXED,No
2057,2189-UXTKY,No
2058,0744-BIKKF,No
2059,7483-IQWIB,No
2060,5248-KWLAR,No
2061,4958-GZWIY,No
2062,7996-MHXLW,No
2063,7833-PKIHD,No
2064,7061-OVMIM,No
2065,5153-RTHKF,Yes
2066,1852-QSWCD,No
2067,4832-VRBMR,No
2068,9079-LWTFD,No
2069,6356-ELRKD,Yes
2070,8624-GIOUT,No
2071,3392-EHMNK,No
2072,5986-WWXDV,No
2073,3061-BCKYI,No
2074,6179-GJPSO,No
2075,7901-TBKJX,No
2076,7228-PAQPD,No
2077,3177-LASXD,Yes
2078,7746-QYVCO,No
2079,5804-HYIEZ,No
2080,9919-FZDED,No
2081,5934-TSSAU,No
2082,3486-KHMLI,No
2083,4897-QSUYC,Yes
2084,1084-UQCHV,Yes
2085,8290-YWKHZ,Yes
2086,2955-BJZHG,Yes
2087,3806-DXQOM,No
2088,6784-XYJAE,No
2089,3933-DQPWX,No
2090,6661-EIPZC,No
2091,8957-THMOA,No
2092,2251-PYLPB,No
2093,5555-RNPGT,No
2094,1057-FOGLZ,No
2095,9300-RENDD,Yes
2096,0761-AETCS,No
2097,8087-LGYHQ,Yes
2098,4137-BTIKL,Yes
2099,2190-BCXEC,No
2100,6227-FBDXH,No
2101,2153-MREFK,No
2102,2911-WDXMV,No
2103,7206-PQBBZ,Yes
2104,3106-ULWFW,Yes
2105,0925-VYDLG,Yes
2106,4547-FZJWE,No
2107,7422-WNBTY,No
2108,0842-IWYCP,No
2109,3521-HTQTV,No
2110,3744-ZBHON,No
2111,3373-DIUUN,No
2112,8383-SGHJU,No
2113,7607-QKKTJ,No
2114,7707-PYBBH,No
2115,8984-HPEMB,No
2116,4349-GFQHK,Yes
2117,4139-DETXS,No
2118,9779-DPNEJ,No
2119,9805-FILKB,No
2120,5793-YOLJN,No
2121,0673-IGUQO,No
2122,4123-FCVCB,No
2123,8819-IMISP,Yes
2124,7802-EFKNY,Yes
2125,8311-UEUAB,No
2126,5858-EAFCZ,Yes
2127,8035-BUYVG,No
2128,1163-ONYEY,No
2129,9787-XVQIU,Yes
2130,8945-MUQUF,No
2131,5656-MJEFC,No
2132,6082-OQFBA,No
2133,8051-HJRLT,Yes
2134,8974-OVACP,Yes
2135,4010-YLMVT,No
2136,1379-FRVEB,Yes
2137,8612-GXIDD,No
2138,6288-CHQJB,No
2139,8160-HOWOX,No
2140,3023-GFLBR,No
2141,6648-INWPS,No
2142,4223-BKEOR,No
2143,4079-VTGLK,No
2144,1763-WQFUK,No
2145,1391-UBDAR,Yes
2146,8894-JVDCV,No
2147,2023-VQFDL,No
2148,1345-GKDZZ,No
2149,2014-MKGMH,No
2150,5628-FCGYG,Yes
2151,2560-WBWXF,No
2152,0248-IPDFW,Yes
2153,7978-DKUQH,No
2154,4335-UPJSI,No
2155,0524-IAVZO,Yes
2156,2737-YNGYW,Yes
2157,1784-EZDKJ,No
2158,9297-FVVDH,No
2159,8007-YYPWD,No
2160,7101-HRBLJ,No
2161,5159-YFPKQ,Yes
2162,6635-CPNUN,No
2163,4021-RQSNY,Yes
2164,5453-YBTWV,No
2165,5039-LZRQT,No
2166,2931-VUVJN,No
2167,9061-TIHDA,Yes
2168,8699-ASUFO,Yes
2169,6418-PIQSP,No
2170,8220-OCUFY,No
2171,3995-WFCSM,Yes
2172,1895-QTKDO,Yes
2173,2038-OEQZH,Yes
2174,1178-PZGAB,No
2175,7927-AUXBZ,No
2176,2626-VEEWG,No
2177,2878-RMWXY,No
2178,1657-DYMBM,No
2179,7311-MQJCH,No
2180,7375-WMVMT,No
2181,1136-XGEQU,No
2182,2530-FMFXO,No
2183,6844-DZKRF,No
2184,4695-WJZUE,Yes
2185,7619-ODSGN,No
2186,5970-GHJAW,No
2187,8879-XUAHX,No
2188,3689-MOZGR,No
2189,4195-PNGZS,No
2190,5003-XZWWO,No
2191,3988-RQIXO,Yes
2192,7622-FWGEW,No
2193,6922-NCEDI,No
2194,2514-GINMM,Yes
2195,9891-NQDBD,No
2196,6131-IUNXN,No
2197,8548-AWOFC,No
2198,9798-DRYDS,No
2199,8532-UEFWH,No
2200,6296-DDOOR,No
2201,7951-VRDVK,No
2202,5931-FLJJF,No
2203,4815-YOSUK,No
2204,2659-VXMWZ,No
2205,0380-NEAVX,No
2206,3207-OYBWH,No
2207,4285-GYRQC,Yes
2208,7216-EWTRS,Yes
2209,4365-MSDYN,No
2210,7036-TYDEC,No
2211,5802-ADBRC,No
2212,8076-FEZKJ,No
2213,5197-YPYBZ,No
2214,8337-MSSXB,Yes
2215,4312-GVYNH,No
2216,8495-LJDFO,No
2217,0839-JTCUD,No
2218,5494-WOZRZ,No
2219,1302-UHBDD,Yes
2220,2234-EOFPT,No
2221,8619-IJNDK,No
2222,8378-LKJAF,No
2223,8182-BJDSI,Yes
2224,2528-HFYZX,No
2225,1153-GNOLC,No
2226,3298-QEICA,No
2227,0788-DXBFY,No
2228,3597-YASZG,No
2229,3496-LFSZU,Yes
2230,5242-UOWHD,No
2231,2482-CZGBB,Yes
2232,6479-SZPLM,No
2233,8097-VBQTZ,No
2234,4500-HKANN,No
2235,9917-KWRBE,No
2236,3420-ZDBMA,No
2237,2212-LYASK,No
2238,1393-IMKZG,Yes
2239,8069-RHUXK,No
2240,3398-GCPMU,No
2241,2908-WGAXL,No
2242,3378-AJRAO,No
2243,1013-QCWAM,No
2244,0866-QLSIR,No
2245,6050-FFXES,No
2246,7181-BQYBV,Yes
2247,0362-RAOQO,No
2248,9554-DFKIC,No
2249,5527-ACHSO,No
2250,0829-DDVLK,No
2251,1399-UBQIU,No
2252,1813-JLKWR,No
2253,0336-PIKEI,No
2254,7322-OCWHC,No
2255,9537-VHDTA,Yes
2256,4957-TIALW,No
2257,2054-PJOCK,No
2258,9150-HEPMB,No
2259,9030-QGZNL,No
2260,6204-IEUXJ,Yes
2261,3126-WQMGH,No
2262,4529-CKBCL,Yes
2263,2506-CLAKW,No
2264,7176-WRTNX,No
2265,1583-IHQZE,No
2266,5732-IKGQH,No
2267,9239-GZHZE,No
2268,7205-BAIAD,No
2269,0151-ONTOV,Yes
2270,4140-MUHUG,Yes
2271,0093-EXYQL,No
2272,8064-RAVOH,Yes
2273,0219-QAERP,No
2274,0320-JDNQG,No
2275,7180-PISOG,Yes
2276,9168-INPSZ,No
2277,3571-RFHAR,No
2278,0015-UOCOJ,No
2279,5334-AFQJB,No
2280,2754-SDJRD,Yes
2281,9578-VRMNM,No
2282,1587-FKLZB,No
2283,6140-QNRQQ,Yes
2284,8963-JLGJT,No
2285,4307-KTUMW,No
2286,1465-LNTLJ,No
2287,5440-FLBQG,No
2288,2135-DQWAQ,Yes
2289,4056-QHXHZ,No
2290,7470-MCQTK,No
2291,7488-MXJIV,Yes
2292,7401-JIXNM,No
2293,9339-FIIJL,No
2294,2027-FECZV,Yes
2295,2672-DZUOY,Yes
2296,4706-DGAHW,Yes
2297,3870-MQAMG,No
2298,6670-MFRPK,No
2299,6177-PEVRA,No
2300,4800-CZMPC,No
2301,4813-HQMGZ,Yes
2302,7579-KKLOE,No
2303,7377-DMMRI,Yes
2304,8402-EIVQS,No
2305,4947-DSMXK,No
2306,7245-NIIWQ,Yes
2307,0002-ORFBO,No
2308,3324-OIRTO,No
2309,5414-OFQCB,No
2310,4967-WPNCF,No
2311,8552-OBVRU,No
2312,8499-BRXTD,No
2313,9154-QDGTH,No
2314,8197-BFWVU,No
2315,2577-GVSIL,No
2316,9367-OIUXP,No
2317,6770-UAYGJ,No
2318,6463-HHXJR,No
2319,7928-VJYAB,Yes
2320,1187-WILMM,No
2321,9776-OJUZI,No
2322,1306-RPWXZ,No
2323,8949-JTMAY,Yes
2324,2774-LVQUS,Yes
2325,3097-PYWXL,No
2326,2266-SJNAT,No
2327,0869-PAPRP,No
2328,4238-JSSWH,No
2329,2972-YDYUW,No
2330,1104-FEJAM,No
2331,2809-ILCYT,No
2332,5499-ECUTN,No
2333,4981-FLTMF,No
2334,9121-PHQSR,No
2335,3113-IWHLC,No
2336,3211-ILJTT,No
2337,4612-THJBS,No
2338,4277-BWBML,No
2339,4094-NSEDU,Yes
2340,0234-TEVTT,No
2341,4304-TSPVK,No
2342,1552-AAGRX,No
2343,2637-FKFSY,No
2344,9796-MVYXX,No
2345,7874-ECPQJ,No
2346,0020-INWCK,No
2347,7089-RKVSZ,No
2348,2683-JXWQQ,No
2349,9548-ZMVTX,No
2350,8739-XNIKG,Yes
2351,9755-JHNMN,No
2352,3981-QSVQI,No
2353,2789-HQBOU,Yes
2354,9424-CMPOG,No
2355,5067-WJEUN,No
2356,3450-WXOAT,No
2357,9251-WNSOD,No
2358,6974-DAFLI,No
2359,2616-UUTFK,No
2360,7064-JHXCE,No
2361,5103-MHMHY,Yes
2362,7989-AWGEH,No
2363,4373-VVHQL,Yes
2364,4559-UWIHT,Yes
2365,7268-IGMFD,No
2366,1846-XWOQN,Yes
2367,0235-KGSLC,Yes
2368,6650-BWFRT,No
2369,9570-KYEUA,No
2370,6993-YGFJV,No
2371,2712-SYWAY,No
2372,0730-BGQGF,No
2373,5498-IBWPI,No
2374,9101-NTIXF,No
2375,0013-SMEOE,No
2376,9314-QDMDW,No
2377,9308-ANMVE,No
2378,2884-GBPFB,Yes
2379,3757-NJYBX,No
2380,3413-DHLPB,No
2381,7649-PHJVR,No
2382,6114-TCFID,No
2383,3787-TRIAL,No
2384,2573-GYRUU,No
2385,5156-UMKOW,No
2386,1247-QBVSH,No
2387,6734-GMPVK,Yes
2388,9822-OAOVB,Yes
2389,6161-ERDGD,No
2390,1226-JZNKR,No
2391,7318-EIVKO,No
2392,3771-PZOBW,No
2393,5136-KCKGI,No
2394,8231-BSWXX,No
2395,6486-LHTMA,No
2396,4083-BFNYK,No
2397,3722-WPXTK,Yes
2398,7389-KBFIT,No
2399,7176-WIONM,No
2400,5141-ZUVBH,No
2401,1089-HDMKP,No
2402,7623-HKYRK,No
2403,0310-SUCIN,No
2404,5197-PYEPU,No
2405,2929-ERCFZ,Yes
2406,7548-SEPYI,Yes
2407,8835-VSDSE,Yes
2408,6619-RPLQZ,No
2409,3275-RHRNE,No
2410,3503-TYDAY,No
2411,6901-GOGZG,No
2412,1623-NLDOT,No
2413,7021-XSNYE,No
2414,9621-OUPYD,No
2415,9898-KZQDZ,No
2416,8982-NHAVY,No
2417,4307-KWMXE,No
2418,0141-YEAYS,No
2419,2450-ZKEED,No
2420,3694-DELSO,No
2421,3893-JRNFS,No
2422,9603-OAIHC,Yes
2423,1133-KXCGE,No
2424,5236-PERKL,No
2425,0142-GVYSN,No
2426,1049-FYSYG,No
2427,7854-FOKSF,Yes
2428,2519-FAKOD,No
2429,8406-LNMHF,No
2430,1821-BUCWY,No
2431,8263-JQAIK,Yes
2432,0023-UYUPN,No
2433,8314-DPQHL,No
2434,1465-WCZVT,No
2435,9481-SFCQY,No
2436,6360-SVNWV,No
2437,0567-GGCAC,No
2438,7089-IVVAZ,Yes
2439,8884-MRNSU,No
2440,2171-UDMFD,No
2441,9050-IKDZA,Yes
2442,2205-YMZZJ,Yes
2443,9802-CAQUT,No
2444,1254-IZEYF,Yes
2445,0187-WZNAB,No
2446,9492-TOKRI,No
2447,1475-VWVDO,Yes
2448,9221-OTIVJ,Yes
2449,1357-MVDOZ,No
2450,7602-MVRMB,No
2451,3325-FUYCG,No
2452,5908-QMGOE,Yes
2453,1197-BVMVG,Yes
2454,5406-KGRMX,No
2455,8481-YYXWG,Yes
2456,5968-HYJRZ,No
2457,5198-EFNBM,No
2458,7516-GMHUV,No
2459,7140-ADSMJ,No
2460,2230-XTUWL,No
2461,7706-YLMQA,No
2462,2585-KTFRE,No
2463,7994-UYIVZ,Yes
2464,2609-IAICY,Yes
2465,1740-CSDJP,Yes
2466,7717-BICXI,No
2467,6559-RAKOZ,No
2468,2636-OHFMN,Yes
2469,4716-MRVEN,No
2470,2143-LJULT,No
2471,1323-OOEPC,No
2472,3200-MNQTF,No
2473,6164-HXUGH,No
2474,5630-IXDXV,Yes
2475,0320-DWVTU,No
2476,9135-MGVPY,No
2477,1212-GLHMD,No
2478,7878-JGDKK,No
2479,1088-AUUZZ,No
2480,0397-GZBBC,No
2481,6614-YWYSC,No
2482,9588-OZDMQ,Yes
2483,7641-EUYET,Yes
2484,6476-EPYZR,No
2485,9921-ZVRHG,Yes
2486,1174-FGIFN,No
2487,6620-HVDUJ,No
2488,4701-MLJPN,No
2489,1032-MAELW,No
2490,7641-TQFHN,No
2491,1552-TKMXS,No
2492,9206-GVPEQ,No
2493,8622-ZLFKO,Yes
2494,1596-BBVTG,No
2495,6188-UXBBR,No
2496,2333-KWEWW,No
2497,5702-SKUOB,No
2498,1134-YWTYF,No
2499,6061-GWWAV,No
2500,0679-TDGAK,No
2501,6585-WCEWR,No
2502,9067-YGSCA,No
2503,9067-SQTNS,No
2504,8433-WXGNA,Yes
2505,1776-SPBWV,No
2506,8735-SDUFN,No
2507,9668-PUGNU,No
2508,9405-GPBBG,No
2509,1926-QUZNN,No
2510,3707-GNWHM,Yes
2511,7016-NVRIC,No
2512,5829-NVSQN,No
2513,9565-AXSMR,No
2514,8922-LIEGH,Yes
2515,8869-LIHMK,No
2516,8245-UMPYT,Yes
2517,5186-SAMNZ,Yes
2518,0447-RXSGD,No
2519,4927-WWOOZ,Yes
2520,5788-YPOEG,No
2521,5373-SFODM,Yes
2522,0661-KBKPA,No
2523,9081-WWXKP,No
2524,0784-ZQJZX,No
2525,3133-PZNSR,No
2526,5766-ZJYBB,No
2527,8931-GJJIQ,Yes
2528,4277-PVRAN,Yes
2529,0022-TCJCI,No
2530,0722-SVSFK,Yes
2531,3612-YVGSJ,No
2532,9825-YCXWZ,No
2533,5397-NSKQG,No
2534,8565-HBFNN,No
2535,2000-DHJUY,No
2536,0203-HHYIJ,No
2537,8670-ERCJH,No
2538,7758-UJWYS,No
2539,2050-ONYDQ,No
2540,7055-JCGNI,No
2541,0739-UUAJR,No
2542,4826-DXMUP,No
2543,0952-KMEEH,Yes
2544,7285-KLOTR,No
2545,0654-PQKDW,No
2546,7175-NTIXE,No
2547,7963-SHNDT,No
2548,9796-BPKIW,No
2549,0188-GWFLE,No
2550,8129-GMVGI,No
2551,2882-DDZPG,No
2552,3547-LQRIK,No
2553,9137-NOQKA,No
2554,5843-TTHGI,No
2555,1849-RJYIG,No
2556,8868-GAGIO,No
2557,4061-UKJWL,No
2558,5380-XPJNZ,No
2559,8263-QMNTJ,No
2560,8178-EYZUO,No
2561,3230-JCNZS,No
2562,0277-ORXQS,No
2563,5130-IEKQT,Yes
2564,3230-WYKIR,No
2565,7996-BPXHY,No
2566,3227-WLKLI,No
2567,0407-BDJKB,No
2568,2266-FUBDZ,No
2569,8237-ULIXL,No
2570,9600-UDOPK,Yes
2571,8216-AZUUZ,No
2572,9153-BTBVV,No
2573,4074-SJFFA,Yes
2574,3269-ATYWD,No
2575,5186-PEIZU,No
2576,1074-AMIOH,No
2577,4910-GMJOT,Yes
2578,0354-WYROK,Yes
2579,4361-FEBGN,No
2580,7748-UMTRK,Yes
2581,0380-ZCSBI,No
2582,7145-FEJWU,Yes
2583,6463-MVYRY,No
2584,3969-JQABI,No
2585,9624-EGDEQ,No
2586,1051-EQPZR,No
2587,5849-ASHZJ,No
2588,5780-INQIK,No
2589,7576-OYWBN,Yes
2590,4526-ZJJTM,No
2591,8384-FZBJK,No
2592,3750-RNQKR,No
2593,0962-CQPWQ,No
2594,3096-YXENJ,No
2595,1265-BCFEO,No
2596,5837-LXSDN,No
2597,5945-AZYHT,No
2598,8325-QRPZR,Yes
2599,6384-VMJHP,No
2600,2262-SLNVK,Yes
2601,7730-CLDSV,No
2602,1135-HIORI,No
2603,0164-APGRB,No
2604,6481-ESCNL,No
2605,1790-NESIO,No
2606,1550-EENBN,No
2607,5539-TMZLF,Yes
2608,4323-SADQS,No
2609,4446-BZKHU,No
2610,5202-IVJNU,No
2611,5976-JCJRH,Yes
2612,8198-RKSZG,No
2613,0137-OCGAB,Yes
2614,3351-NQLDI,No
2615,9297-EONCV,No
2616,7593-JNWRU,No
2617,4588-YBNIB,No
2618,1069-QJOEE,No
2619,3336-JORSO,No
2620,7799-DSEWS,No
2621,8766-PAFNE,No
2622,5315-CKEQK,No
2623,3130-ICDUP,Yes
2624,0820-FNRNX,No
2625,0880-FVFWF,No
2626,4611-ANLQC,No
2627,4213-HKBJO,No
2628,2792-LSHWX,Yes
2629,5028-GZLDO,Yes
2630,0014-BMAQU,No
2631,6861-XWTWQ,Yes
2632,9018-PCIOK,No
2633,4837-QUSFT,No
2634,6877-TJMBR,Yes
2635,9953-ZMKSM,No
2636,0907-HQNTS,No
2637,7665-NKLAV,No
2638,6769-DCQLI,No
2639,2433-KMEAS,No
2640,4391-LNRXK,No
2641,8250-ZNGGW,No
2642,2195-ZRVAX,No
2643,3550-SAHFP,Yes
2644,2011-TRQYE,No
2645,8562-GHPPI,No
2646,5893-PYOLZ,No
2647,4986-MXSFP,No
2648,6131-FOYAS,No
2649,3027-YNWZU,No
2650,5609-IMCGG,No
2651,4873-ILOLJ,Yes
2652,4727-MCYZG,Yes
2653,9481-WHGWY,No
2654,2725-KXXWT,Yes
2655,9565-DJPIB,Yes
2656,4328-VUFWD,No
2657,3301-LSLWQ,No
2658,7473-ZBDSN,No
2659,3166-PNEOF,No
2660,5639-NTUPK,No
2661,8780-YRMTT,No
2662,8348-HFYIV,Yes
2663,5140-FOMCQ,No
2664,6242-SGYTS,No
2665,8166-ORCHU,No
2666,8414-OOEEL,No
2667,8454-AATJP,No
2668,6849-WLEYG,No
2669,4659-NZRUF,Yes
2670,4531-AUZNK,No
2671,4191-XOVOM,No
2672,2150-OEGBV,No
2673,8429-XIBUM,No
2674,1855-CFULU,No
2675,4878-BUNFV,No
2676,1872-EBWSC,No
2677,2608-BHKFN,Yes
2678,7026-YMSBE,No
2679,7341-LXCAF,Yes
2680,6997-UVGOX,No
2681,9674-EHPPG,No
2682,9462-MJUAW,No
2683,8128-YVJRG,No
2684,5440-VHLUL,No
2685,5781-BKHOP,No
2686,4283-FUTGF,Yes
2687,5213-TWWJU,No
2688,1569-TTNYJ,Yes
2689,8628-MFKAX,No
2690,2397-BRLOM,Yes
2691,7629-WIXZF,No
2692,5445-GLVOT,No
2693,3976-HXHCE,No
2694,2466-NEJOJ,No
2695,0254-KCJGT,No
2696,5472-CVMDX,No
2697,6461-SZMCV,No
2698,8150-QUDFX,No
2699,9508-ILZDG,No
2700,2346-DJQTB,No
2701,1697-LYYYX,No
2702,1942-OQFRW,Yes
2703,4749-VFKVB,Yes
2704,9640-ZSLDC,No
2705,4231-LZUYM,No
2706,7598-UAASY,Yes
2707,7938-OUHIO,Yes
2708,8510-AWCXC,Yes
2709,6128-AQBMT,No
2710,3594-BDSOA,No
2711,0431-APWVY,No
2712,5133-VRSAB,No
2713,5996-DAOQL,No
2714,6838-YAUVY,No
2715,0484-JPBRU,No
2716,7883-ROJOC,No
2717,0244-LGNFY,No
2718,7274-CGTOD,No
2719,4295-YURET,No
2720,3426-NIYYL,No
2721,8225-BTJAU,Yes
2722,4635-EJYPD,No
2723,1866-ZSLJM,No
2724,4636-TVXVG,No
2725,4236-UJPWO,Yes
2726,9392-XBGTD,No
2727,3387-VATUS,Yes
2728,6402-SSEJG,No
2729,1143-NMNQJ,Yes
2730,1169-SAOCL,No
2731,1110-KYLGQ,No
2732,9929-PLVPA,No
2733,3518-PZXZQ,Yes
2734,2371-JUNGC,No
2735,7693-QPEFS,No
2736,0924-BJCRC,No
2737,5074-FBGHB,No
2738,2351-BKRZW,No
2739,4455-BFSPD,No
2740,0415-MOSGF,Yes
2741,1724-BQUHA,Yes
2742,3948-KXDUF,No
2743,2323-ARSVR,No
2744,0815-MFZGM,No
2745,4826-XTSOH,Yes
2746,5480-XTFFL,No
2747,8295-FHIVV,No
2748,2495-INZWQ,Yes
2749,9086-YJYXS,No
2750,1179-INLAT,No
2751,7909-FIOIY,No
2752,4139-SUGLD,No
2753,6857-VWJDT,Yes
2754,6351-SCJKT,No
2755,5468-BPMMO,No
2756,5624-BQSSA,No
2757,0197-PNKNK,No
2758,2439-QKJUL,No
2759,1194-SPVSP,No
2760,9534-NSXEM,No
2761,2408-WITXK,No
2762,8929-KSWIH,No
2763,2250-IVBWA,No
2764,1810-MVMAI,No
2765,9506-UXUSK,No
2766,1229-RCALF,No
2767,3572-UOLYZ,No
2768,1429-UYJSV,No
2769,5577-OTWWW,No
2770,6100-QQHEB,Yes
2771,6366-XIVKZ,No
2772,3470-OBUET,No
2773,2770-NSVDG,No
2774,9375-MHRRS,No
2775,2634-HCZGT,No
2776,7503-QQRVF,Yes
2777,4860-YZGZM,No
2778,6599-GZWCM,No
2779,2691-NZETQ,Yes
2780,4404-HIBDJ,No
2781,5533-NHFRF,No
2782,7037-MTYVW,No
2783,4760-THGOT,No
2784,7295-JOMMD,Yes
2785,4016-BJKTZ,No
2786,6584-VQMYT,No
2787,9838-BFCQT,No
2788,2790-XUYMV,No
2789,0581-MDMPW,No
2790,5013-SBUIH,No
2791,1023-BQXZE,No
2792,9163-GHAYE,No
2793,3904-UKFRE,Yes
2794,5353-WILCI,No
2795,0709-TVGUR,Yes
2796,0058-EVZWM,No
2797,6023-YEBUP,Yes
2798,7209-JCUDS,Yes
2799,7009-PCARS,No
2800,0519-DRGTI,No
2801,1017-FBQMM,No
2802,3001-CBHLQ,Yes
2803,1985-MBRYP,No
2804,6158-DWPZT,No
2805,9372-TXXPS,No
2806,3259-QMXUN,No
2807,1015-JPFYW,No
2808,6645-MXQJT,Yes
2809,4360-QRAVE,No
2810,8433-WPJTV,No
2811,5804-JMYIO,No
2812,3763-GCZHZ,No
2813,6484-LATFU,No
2814,7599-NTMDP,No
2815,0772-GYEQQ,Yes
2816,0536-ACXIP,No
2817,0936-NQLJU,No
2818,4831-EOBFE,No
2819,1575-KRZZE,No
2820,3251-YMVWZ,No
2821,4102-OQUPX,Yes
2822,9170-GYZJC,No
2823,4884-LEVMQ,No
2824,8857-CUPFQ,No
2825,7610-TVOPG,No
2826,3638-DIMPH,No
2827,1845-ZLLIG,No
2828,8559-WNQZS,No
2829,3999-QGRJH,Yes
2830,1699-UOTXU,No
2831,2454-RPBRZ,Yes
2832,0635-WKOLD,No
2833,5993-JSUWV,No
2834,4518-FZBSX,No
2835,5387-ASZNZ,No
2836,6988-CJEYV,No
2837,2002-MZHWP,No
2838,3097-FQTVJ,No
2839,5465-BUBFA,No
2840,7299-GNVPL,No
2841,9743-DQKQW,Yes
2842,1215-VFYVK,No
2843,9371-BITHB,No
2844,2265-CYWIV,Yes
2845,9093-FPDLG,No
2846,0541-FITGH,No
2847,6985-HAYWX,No
2848,7508-KBIMB,No
2849,6838-HVLXG,No
2850,2277-DJJDL,No
2851,1897-OKVMW,No
2852,5485-ITNPC,No
2853,0233-FTHAV,No
2854,4644-PIZRT,No
2855,8922-NPKBJ,No
2856,2740-TVLFN,Yes
2857,7771-CFQRQ,No
2858,9512-PHSMG,No
2859,6963-EZQEE,No
2860,2452-KDRRH,No
2861,2004-OCQXK,Yes
2862,5027-QPKTE,Yes
2863,4146-SVFUD,Yes
2864,1564-HJUVY,No
2865,3617-XLSGQ,No
2866,7517-LDMPS,Yes
2867,7244-KXYZN,No
2868,5226-NOZFC,Yes
2869,2672-HUYVI,Yes
2870,1400-WIVLL,No
2871,7508-MYBOG,Yes
2872,8148-NLEGT,No
2873,0148-DCDOS,No
2874,8347-GDTMP,No
2875,9992-RRAMN,Yes
2876,6746-WAUWT,No
2877,0310-MVLET,No
2878,0428-IKYCP,No
2879,4550-VBOFE,No
2880,2187-PKZAY,No
2881,4003-OCTMP,No
2882,6652-YFFJO,No
2883,7225-IILWY,No
2884,5248-RPYWW,No
2885,7923-IYJWY,No
2886,3170-GWYKC,No
2887,5696-QURRL,Yes
2888,7409-KIUTL,Yes
2889,9830-ECLEN,No
2890,1732-VHUBQ,No
2891,0495-RVCBF,Yes
2892,2668-TZSPS,No
2893,7854-EDSSA,No
2894,8869-TORSS,No
2895,7446-SFAOA,No
2896,9522-ZSINC,No
2897,8234-GSZYK,No
2898,6505-OZNPG,No
2899,6164-HAQTX,No
2900,0679-IDSTG,Yes
2901,7765-LWVVH,No
2902,1658-TJVOA,No
2903,0953-LGOVU,No
2904,2115-BFTIW,No
2905,4692-NNQRU,No
2906,7742-MYPGI,No
2907,0611-DFXKO,No
2908,7780-OTDSO,Yes
2909,9619-GSATL,No
2910,5622-UEJFI,No
2911,9747-DDZOS,Yes
2912,0674-DGMAQ,Yes
2913,6203-HBZPA,No
2914,0484-FFVBJ,No
2915,0301-FIDRB,No
2916,4139-JPIAM,No
2917,2181-TIDSV,No
2918,2761-XECQW,No
2919,1936-CZAKF,No
2920,9453-PATOS,No
2921,0564-JJHGS,Yes
2922,3348-CFRNX,Yes
2923,4402-FTBXC,No
2924,1428-GTBJJ,Yes
2925,2931-XIQBR,No
2926,0106-UGRDO,No
2927,5542-TBBWB,Yes
2928,1930-QPBVZ,No
2929,2606-PKWJB,No
2930,5322-ZSMZY,No
2931,8059-UDZFY,No
2932,7740-BTPUX,No
2933,5220-AGAAX,No
2934,0208-BPQEJ,No
2935,9435-JMLSX,No
2936,3352-ALMCK,No
2937,5312-IRCFR,No
2938,5294-IMHHT,No
2939,8802-UNOJF,No
2940,6313-GIDIT,No
2941,6176-YJWAS,No
2942,5310-NOOVA,No
2943,4526-EXKKN,No
2944,5311-IHLEI,No
2945,3987-KQDDU,No
2946,3404-JNXAX,No
2947,5131-PONJI,No
2948,2845-AFFTX,Yes
2949,3489-VSFRD,No
2950,3345-JHUEO,No
2951,5815-HGGHV,No
2952,5260-UMPWX,No
2953,2249-YPRNG,No
2954,7410-YTJIK,Yes
2955,4626-GYCZP,Yes
2956,5649-RXQTV,No
2957,2674-MIAHT,Yes
2958,2576-HXMPA,No
2959,7587-AOVVU,No
2960,5590-BYNII,Yes
2961,6898-MDLZW,No
